,Site,Species,ReadingDateTime,Value,Units,Year,Month
15752,HK6,PM10,2007-08-20,13.9,ug m-3 reference equiv by VCM,2007,8
15753,HK6,PM10,2007-08-21,13.3,ug m-3 reference equiv by VCM,2007,8
15754,HK6,PM10,2007-08-22,17.6,ug m-3 reference equiv by VCM,2007,8
15755,HK6,PM10,2007-08-23,19.9,ug m-3 reference equiv by VCM,2007,8
15756,HK6,PM10,2007-08-24,25.8,ug m-3 reference equiv by VCM,2007,8
15759,HK6,PM10,2007-08-27,18.0,ug m-3 reference equiv by VCM,2007,8
15760,HK6,PM10,2007-08-28,22.9,ug m-3 reference equiv by VCM,2007,8
15761,HK6,PM10,2007-08-29,27.1,ug m-3 reference equiv by VCM,2007,8
15762,HK6,PM10,2007-08-30,28.2,ug m-3 reference equiv by VCM,2007,8
15763,HK6,PM10,2007-08-31,21.4,ug m-3 reference equiv by VCM,2007,8
15764,HK6,PM10,2007-01-09,16.8,ug m-3 reference equiv by VCM,2007,1
15765,HK6,PM10,2007-02-09,16.5,ug m-3 reference equiv by VCM,2007,2
15766,HK6,PM10,2007-03-09,15.3,ug m-3 reference equiv by VCM,2007,3
15767,HK6,PM10,2007-04-09,22.1,ug m-3 reference equiv by VCM,2007,4
15768,HK6,PM10,2007-05-09,29.2,ug m-3 reference equiv by VCM,2007,5
15770,HK6,PM10,2007-07-09,29.0,ug m-3 reference equiv by VCM,2007,7
15771,HK6,PM10,2007-08-09,26.5,ug m-3 reference equiv by VCM,2007,8
15772,HK6,PM10,2007-09-09,22.7,ug m-3 reference equiv by VCM,2007,9
15773,HK6,PM10,2007-10-09,24.6,ug m-3 reference equiv by VCM,2007,10
15774,HK6,PM10,2007-11-09,25.5,ug m-3 reference equiv by VCM,2007,11
15775,HK6,PM10,2007-12-09,36.9,ug m-3 reference equiv by VCM,2007,12
15776,HK6,PM10,2007-09-13,46.2,ug m-3 reference equiv by VCM,2007,9
15777,HK6,PM10,2007-09-14,40.3,ug m-3 reference equiv by VCM,2007,9
15778,HK6,PM10,2007-09-15,30.4,ug m-3 reference equiv by VCM,2007,9
15779,HK6,PM10,2007-09-16,24.3,ug m-3 reference equiv by VCM,2007,9
15780,HK6,PM10,2007-09-17,19.7,ug m-3 reference equiv by VCM,2007,9
15781,HK6,PM10,2007-09-18,20.2,ug m-3 reference equiv by VCM,2007,9
15782,HK6,PM10,2007-09-19,20.2,ug m-3 reference equiv by VCM,2007,9
15783,HK6,PM10,2007-09-20,20.1,ug m-3 reference equiv by VCM,2007,9
15784,HK6,PM10,2007-09-21,22.7,ug m-3 reference equiv by VCM,2007,9
15785,HK6,PM10,2007-09-22,24.9,ug m-3 reference equiv by VCM,2007,9
15786,HK6,PM10,2007-09-23,17.5,ug m-3 reference equiv by VCM,2007,9
15787,HK6,PM10,2007-09-24,16.9,ug m-3 reference equiv by VCM,2007,9
15788,HK6,PM10,2007-09-25,20.2,ug m-3 reference equiv by VCM,2007,9
15789,HK6,PM10,2007-09-26,14.5,ug m-3 reference equiv by VCM,2007,9
15790,HK6,PM10,2007-09-27,17.1,ug m-3 reference equiv by VCM,2007,9
15791,HK6,PM10,2007-09-28,18.7,ug m-3 reference equiv by VCM,2007,9
15792,HK6,PM10,2007-09-29,17.4,ug m-3 reference equiv by VCM,2007,9
15793,HK6,PM10,2007-09-30,22.4,ug m-3 reference equiv by VCM,2007,9
15794,HK6,PM10,2007-01-10,26.4,ug m-3 reference equiv by VCM,2007,1
15795,HK6,PM10,2007-02-10,36.6,ug m-3 reference equiv by VCM,2007,2
15796,HK6,PM10,2007-03-10,55.1,ug m-3 reference equiv by VCM,2007,3
15797,HK6,PM10,2007-04-10,32.8,ug m-3 reference equiv by VCM,2007,4
15798,HK6,PM10,2007-05-10,34.7,ug m-3 reference equiv by VCM,2007,5
15799,HK6,PM10,2007-06-10,28.4,ug m-3 reference equiv by VCM,2007,6
15800,HK6,PM10,2007-07-10,31.0,ug m-3 reference equiv by VCM,2007,7
15801,HK6,PM10,2007-08-10,33.2,ug m-3 reference equiv by VCM,2007,8
15804,HK6,PM10,2007-11-10,59.7,ug m-3 reference equiv by VCM,2007,11
15805,HK6,PM10,2007-12-10,46.4,ug m-3 reference equiv by VCM,2007,12
15806,HK6,PM10,2007-10-13,34.4,ug m-3 reference equiv by VCM,2007,10
15807,HK6,PM10,2007-10-14,50.3,ug m-3 reference equiv by VCM,2007,10
15808,HK6,PM10,2007-10-15,46.6,ug m-3 reference equiv by VCM,2007,10
15809,HK6,PM10,2007-10-16,28.0,ug m-3 reference equiv by VCM,2007,10
15810,HK6,PM10,2007-10-17,20.8,ug m-3 reference equiv by VCM,2007,10
15811,HK6,PM10,2007-10-18,24.5,ug m-3 reference equiv by VCM,2007,10
15812,HK6,PM10,2007-10-19,40.1,ug m-3 reference equiv by VCM,2007,10
15813,HK6,PM10,2007-10-20,30.9,ug m-3 reference equiv by VCM,2007,10
15814,HK6,PM10,2007-10-21,44.0,ug m-3 reference equiv by VCM,2007,10
15815,HK6,PM10,2007-10-22,57.7,ug m-3 reference equiv by VCM,2007,10
15816,HK6,PM10,2007-10-23,39.6,ug m-3 reference equiv by VCM,2007,10
15819,HK6,PM10,2007-10-26,46.2,ug m-3 reference equiv by VCM,2007,10
15820,HK6,PM10,2007-10-27,32.8,ug m-3 reference equiv by VCM,2007,10
15821,HK6,PM10,2007-10-28,14.3,ug m-3 reference equiv by VCM,2007,10
15822,HK6,PM10,2007-10-29,25.4,ug m-3 reference equiv by VCM,2007,10
15823,HK6,PM10,2007-10-30,26.3,ug m-3 reference equiv by VCM,2007,10
15824,HK6,PM10,2007-10-31,29.8,ug m-3 reference equiv by VCM,2007,10
15825,HK6,PM10,2007-01-11,31.7,ug m-3 reference equiv by VCM,2007,1
15826,HK6,PM10,2007-02-11,34.7,ug m-3 reference equiv by VCM,2007,2
15827,HK6,PM10,2007-03-11,36.0,ug m-3 reference equiv by VCM,2007,3
15828,HK6,PM10,2007-04-11,51.8,ug m-3 reference equiv by VCM,2007,4
15829,HK6,PM10,2007-05-11,79.8,ug m-3 reference equiv by VCM,2007,5
15830,HK6,PM10,2007-06-11,36.4,ug m-3 reference equiv by VCM,2007,6
15831,HK6,PM10,2007-07-11,28.6,ug m-3 reference equiv by VCM,2007,7
15832,HK6,PM10,2007-08-11,23.0,ug m-3 reference equiv by VCM,2007,8
15833,HK6,PM10,2007-09-11,28.9,ug m-3 reference equiv by VCM,2007,9
15834,HK6,PM10,2007-10-11,26.2,ug m-3 reference equiv by VCM,2007,10
15835,HK6,PM10,2007-11-11,13.7,ug m-3 reference equiv by VCM,2007,11
15836,HK6,PM10,2007-12-11,24.2,ug m-3 reference equiv by VCM,2007,12
15837,HK6,PM10,2007-11-13,22.9,ug m-3 reference equiv by VCM,2007,11
15838,HK6,PM10,2007-11-14,17.5,ug m-3 reference equiv by VCM,2007,11
15839,HK6,PM10,2007-11-15,28.1,ug m-3 reference equiv by VCM,2007,11
15840,HK6,PM10,2007-11-16,56.3,ug m-3 reference equiv by VCM,2007,11
15841,HK6,PM10,2007-11-17,42.1,ug m-3 reference equiv by VCM,2007,11
15842,HK6,PM10,2007-11-18,21.2,ug m-3 reference equiv by VCM,2007,11
15843,HK6,PM10,2007-11-19,20.5,ug m-3 reference equiv by VCM,2007,11
15844,HK6,PM10,2007-11-20,32.6,ug m-3 reference equiv by VCM,2007,11
15845,HK6,PM10,2007-11-21,25.0,ug m-3 reference equiv by VCM,2007,11
15846,HK6,PM10,2007-11-22,25.5,ug m-3 reference equiv by VCM,2007,11
15847,HK6,PM10,2007-11-23,18.2,ug m-3 reference equiv by VCM,2007,11
15848,HK6,PM10,2007-11-24,31.7,ug m-3 reference equiv by VCM,2007,11
15849,HK6,PM10,2007-11-25,20.2,ug m-3 reference equiv by VCM,2007,11
15850,HK6,PM10,2007-11-26,30.6,ug m-3 reference equiv by VCM,2007,11
15851,HK6,PM10,2007-11-27,39.9,ug m-3 reference equiv by VCM,2007,11
15852,HK6,PM10,2007-11-28,25.1,ug m-3 reference equiv by VCM,2007,11
15853,HK6,PM10,2007-11-29,28.3,ug m-3 reference equiv by VCM,2007,11
15858,HK6,PM10,2007-04-12,19.4,ug m-3 reference equiv by VCM,2007,4
15859,HK6,PM10,2007-05-12,21.3,ug m-3 reference equiv by VCM,2007,5
15860,HK6,PM10,2007-06-12,19.2,ug m-3 reference equiv by VCM,2007,6
15861,HK6,PM10,2007-07-12,20.6,ug m-3 reference equiv by VCM,2007,7
15862,HK6,PM10,2007-08-12,21.6,ug m-3 reference equiv by VCM,2007,8
15863,HK6,PM10,2007-09-12,15.5,ug m-3 reference equiv by VCM,2007,9
15864,HK6,PM10,2007-10-12,11.8,ug m-3 reference equiv by VCM,2007,10
15865,HK6,PM10,2007-11-12,47.5,ug m-3 reference equiv by VCM,2007,11
15866,HK6,PM10,2007-12-12,85.4,ug m-3 reference equiv by VCM,2007,12
15867,HK6,PM10,2007-12-13,54.3,ug m-3 reference equiv by VCM,2007,12
15868,HK6,PM10,2007-12-14,40.4,ug m-3 reference equiv by VCM,2007,12
15869,HK6,PM10,2007-12-15,32.0,ug m-3 reference equiv by VCM,2007,12
15870,HK6,PM10,2007-12-16,30.3,ug m-3 reference equiv by VCM,2007,12
15871,HK6,PM10,2007-12-17,28.9,ug m-3 reference equiv by VCM,2007,12
15872,HK6,PM10,2007-12-18,43.6,ug m-3 reference equiv by VCM,2007,12
15873,HK6,PM10,2007-12-19,63.5,ug m-3 reference equiv by VCM,2007,12
15874,HK6,PM10,2007-12-20,61.9,ug m-3 reference equiv by VCM,2007,12
15875,HK6,PM10,2007-12-21,60.8,ug m-3 reference equiv by VCM,2007,12
15876,HK6,PM10,2007-12-22,58.1,ug m-3 reference equiv by VCM,2007,12
15877,HK6,PM10,2007-12-23,42.7,ug m-3 reference equiv by VCM,2007,12
15878,HK6,PM10,2007-12-24,30.2,ug m-3 reference equiv by VCM,2007,12
15879,HK6,PM10,2007-12-25,20.2,ug m-3 reference equiv by VCM,2007,12
15880,HK6,PM10,2007-12-26,16.8,ug m-3 reference equiv by VCM,2007,12
15881,HK6,PM10,2007-12-27,20.1,ug m-3 reference equiv by VCM,2007,12
15882,HK6,PM10,2007-12-28,19.4,ug m-3 reference equiv by VCM,2007,12
15883,HK6,PM10,2007-12-29,12.8,ug m-3 reference equiv by VCM,2007,12
15884,HK6,PM10,2007-12-30,19.8,ug m-3 reference equiv by VCM,2007,12
15885,HK6,PM10,2007-12-31,25.4,ug m-3 reference equiv by VCM,2007,12
730,CT3,PM10,2008-01-01,20.0,ug/m3,2008,1
733,CT3,PM10,2008-04-01,27.0,ug/m3,2008,4
734,CT3,PM10,2008-05-01,13.0,ug/m3,2008,5
735,CT3,PM10,2008-06-01,11.0,ug/m3,2008,6
736,CT3,PM10,2008-07-01,21.0,ug/m3,2008,7
737,CT3,PM10,2008-08-01,17.0,ug/m3,2008,8
740,CT3,PM10,2008-11-01,18.0,ug/m3,2008,11
741,CT3,PM10,2008-12-01,8.0,ug/m3,2008,12
742,CT3,PM10,2008-01-13,6.0,ug/m3,2008,1
743,CT3,PM10,2008-01-14,15.0,ug/m3,2008,1
744,CT3,PM10,2008-01-15,5.0,ug/m3,2008,1
745,CT3,PM10,2008-01-16,20.0,ug/m3,2008,1
746,CT3,PM10,2008-01-17,23.0,ug/m3,2008,1
747,CT3,PM10,2008-01-18,17.0,ug/m3,2008,1
748,CT3,PM10,2008-01-19,7.0,ug/m3,2008,1
749,CT3,PM10,2008-01-20,6.0,ug/m3,2008,1
750,CT3,PM10,2008-01-21,11.0,ug/m3,2008,1
751,CT3,PM10,2008-01-22,14.0,ug/m3,2008,1
752,CT3,PM10,2008-01-23,49.0,ug/m3,2008,1
753,CT3,PM10,2008-01-24,41.0,ug/m3,2008,1
754,CT3,PM10,2008-01-25,19.0,ug/m3,2008,1
755,CT3,PM10,2008-01-26,13.0,ug/m3,2008,1
756,CT3,PM10,2008-01-27,13.0,ug/m3,2008,1
757,CT3,PM10,2008-01-28,26.0,ug/m3,2008,1
758,CT3,PM10,2008-01-29,25.0,ug/m3,2008,1
759,CT3,PM10,2008-01-30,11.0,ug/m3,2008,1
760,CT3,PM10,2008-01-31,8.0,ug/m3,2008,1
761,CT3,PM10,2008-01-02,15.0,ug/m3,2008,1
762,CT3,PM10,2008-02-02,9.0,ug/m3,2008,2
763,CT3,PM10,2008-03-02,8.0,ug/m3,2008,3
764,CT3,PM10,2008-04-02,10.0,ug/m3,2008,4
765,CT3,PM10,2008-05-02,19.0,ug/m3,2008,5
766,CT3,PM10,2008-06-02,13.0,ug/m3,2008,6
767,CT3,PM10,2008-07-02,18.0,ug/m3,2008,7
768,CT3,PM10,2008-08-02,23.0,ug/m3,2008,8
769,CT3,PM10,2008-09-02,25.0,ug/m3,2008,9
770,CT3,PM10,2008-10-02,38.0,ug/m3,2008,10
771,CT3,PM10,2008-11-02,56.0,ug/m3,2008,11
772,CT3,PM10,2008-12-02,60.0,ug/m3,2008,12
773,CT3,PM10,2008-02-13,51.0,ug/m3,2008,2
774,CT3,PM10,2008-02-14,36.0,ug/m3,2008,2
775,CT3,PM10,2008-02-15,25.0,ug/m3,2008,2
776,CT3,PM10,2008-02-16,25.0,ug/m3,2008,2
777,CT3,PM10,2008-02-17,34.0,ug/m3,2008,2
778,CT3,PM10,2008-02-18,62.0,ug/m3,2008,2
779,CT3,PM10,2008-02-19,52.0,ug/m3,2008,2
780,CT3,PM10,2008-02-20,81.0,ug/m3,2008,2
781,CT3,PM10,2008-02-21,34.0,ug/m3,2008,2
782,CT3,PM10,2008-02-22,11.0,ug/m3,2008,2
783,CT3,PM10,2008-02-23,11.0,ug/m3,2008,2
784,CT3,PM10,2008-02-24,13.0,ug/m3,2008,2
785,CT3,PM10,2008-02-25,16.0,ug/m3,2008,2
786,CT3,PM10,2008-02-26,19.0,ug/m3,2008,2
787,CT3,PM10,2008-02-27,20.0,ug/m3,2008,2
788,CT3,PM10,2008-02-28,32.0,ug/m3,2008,2
789,CT3,PM10,2008-02-29,18.0,ug/m3,2008,2
790,CT3,PM10,2008-01-03,16.0,ug/m3,2008,1
791,CT3,PM10,2008-02-03,12.0,ug/m3,2008,2
792,CT3,PM10,2008-03-03,12.0,ug/m3,2008,3
793,CT3,PM10,2008-04-03,18.0,ug/m3,2008,4
794,CT3,PM10,2008-05-03,23.0,ug/m3,2008,5
795,CT3,PM10,2008-06-03,20.0,ug/m3,2008,6
796,CT3,PM10,2008-07-03,16.0,ug/m3,2008,7
797,CT3,PM10,2008-08-03,9.0,ug/m3,2008,8
798,CT3,PM10,2008-09-03,6.0,ug/m3,2008,9
799,CT3,PM10,2008-10-03,9.0,ug/m3,2008,10
800,CT3,PM10,2008-11-03,18.0,ug/m3,2008,11
801,CT3,PM10,2008-12-03,23.0,ug/m3,2008,12
802,CT3,PM10,2008-03-13,14.0,ug/m3,2008,3
803,CT3,PM10,2008-03-14,17.0,ug/m3,2008,3
804,CT3,PM10,2008-03-15,22.0,ug/m3,2008,3
805,CT3,PM10,2008-03-16,17.0,ug/m3,2008,3
806,CT3,PM10,2008-03-17,14.0,ug/m3,2008,3
808,CT3,PM10,2008-03-19,14.0,ug/m3,2008,3
809,CT3,PM10,2008-03-20,15.0,ug/m3,2008,3
810,CT3,PM10,2008-03-21,6.0,ug/m3,2008,3
811,CT3,PM10,2008-03-22,1.0,ug/m3,2008,3
812,CT3,PM10,2008-03-23,4.0,ug/m3,2008,3
813,CT3,PM10,2008-03-24,3.0,ug/m3,2008,3
814,CT3,PM10,2008-03-25,12.0,ug/m3,2008,3
815,CT3,PM10,2008-03-26,16.0,ug/m3,2008,3
816,CT3,PM10,2008-03-27,17.0,ug/m3,2008,3
817,CT3,PM10,2008-03-28,13.0,ug/m3,2008,3
818,CT3,PM10,2008-03-29,16.0,ug/m3,2008,3
819,CT3,PM10,2008-03-30,11.0,ug/m3,2008,3
820,CT3,PM10,2008-03-31,18.0,ug/m3,2008,3
821,CT3,PM10,2008-01-04,24.0,ug/m3,2008,1
822,CT3,PM10,2008-02-04,20.0,ug/m3,2008,2
823,CT3,PM10,2008-03-04,21.0,ug/m3,2008,3
828,CT3,PM10,2008-08-04,13.0,ug/m3,2008,8
829,CT3,PM10,2008-09-04,16.0,ug/m3,2008,9
830,CT3,PM10,2008-10-04,20.0,ug/m3,2008,10
831,CT3,PM10,2008-11-04,13.0,ug/m3,2008,11
833,CT3,PM10,2008-04-13,4.0,ug/m3,2008,4
834,CT3,PM10,2008-04-14,18.0,ug/m3,2008,4
835,CT3,PM10,2008-04-15,12.0,ug/m3,2008,4
836,CT3,PM10,2008-04-16,23.0,ug/m3,2008,4
837,CT3,PM10,2008-04-17,21.0,ug/m3,2008,4
838,CT3,PM10,2008-04-18,36.0,ug/m3,2008,4
839,CT3,PM10,2008-04-19,34.0,ug/m3,2008,4
840,CT3,PM10,2008-04-20,45.0,ug/m3,2008,4
841,CT3,PM10,2008-04-21,41.0,ug/m3,2008,4
842,CT3,PM10,2008-04-22,37.0,ug/m3,2008,4
843,CT3,PM10,2008-04-23,39.0,ug/m3,2008,4
844,CT3,PM10,2008-04-24,17.0,ug/m3,2008,4
845,CT3,PM10,2008-04-25,18.0,ug/m3,2008,4
846,CT3,PM10,2008-04-26,19.0,ug/m3,2008,4
847,CT3,PM10,2008-04-27,16.0,ug/m3,2008,4
848,CT3,PM10,2008-04-28,12.0,ug/m3,2008,4
849,CT3,PM10,2008-04-29,10.0,ug/m3,2008,4
850,CT3,PM10,2008-04-30,7.0,ug/m3,2008,4
851,CT3,PM10,2008-01-05,13.0,ug/m3,2008,1
852,CT3,PM10,2008-02-05,14.0,ug/m3,2008,2
853,CT3,PM10,2008-03-05,23.0,ug/m3,2008,3
854,CT3,PM10,2008-04-05,38.0,ug/m3,2008,4
855,CT3,PM10,2008-05-05,39.0,ug/m3,2008,5
856,CT3,PM10,2008-06-05,39.0,ug/m3,2008,6
857,CT3,PM10,2008-07-05,50.0,ug/m3,2008,7
858,CT3,PM10,2008-08-05,55.0,ug/m3,2008,8
859,CT3,PM10,2008-09-05,57.0,ug/m3,2008,9
860,CT3,PM10,2008-10-05,48.0,ug/m3,2008,10
863,CT3,PM10,2008-05-13,34.0,ug/m3,2008,5
864,CT3,PM10,2008-05-14,30.0,ug/m3,2008,5
865,CT3,PM10,2008-05-15,27.0,ug/m3,2008,5
866,CT3,PM10,2008-05-16,19.0,ug/m3,2008,5
867,CT3,PM10,2008-05-17,9.0,ug/m3,2008,5
868,CT3,PM10,2008-05-18,11.0,ug/m3,2008,5
869,CT3,PM10,2008-05-19,17.0,ug/m3,2008,5
870,CT3,PM10,2008-05-20,17.0,ug/m3,2008,5
871,CT3,PM10,2008-05-21,29.0,ug/m3,2008,5
872,CT3,PM10,2008-05-22,45.0,ug/m3,2008,5
873,CT3,PM10,2008-05-23,58.0,ug/m3,2008,5
874,CT3,PM10,2008-05-24,34.0,ug/m3,2008,5
875,CT3,PM10,2008-05-25,20.0,ug/m3,2008,5
876,CT3,PM10,2008-05-26,16.0,ug/m3,2008,5
877,CT3,PM10,2008-05-27,21.0,ug/m3,2008,5
878,CT3,PM10,2008-05-28,26.0,ug/m3,2008,5
879,CT3,PM10,2008-05-29,23.0,ug/m3,2008,5
880,CT3,PM10,2008-05-30,20.0,ug/m3,2008,5
881,CT3,PM10,2008-05-31,33.0,ug/m3,2008,5
882,CT3,PM10,2008-01-06,33.0,ug/m3,2008,1
883,CT3,PM10,2008-02-06,38.0,ug/m3,2008,2
884,CT3,PM10,2008-03-06,22.0,ug/m3,2008,3
885,CT3,PM10,2008-04-06,20.0,ug/m3,2008,4
886,CT3,PM10,2008-05-06,18.0,ug/m3,2008,5
887,CT3,PM10,2008-06-06,23.0,ug/m3,2008,6
888,CT3,PM10,2008-07-06,19.0,ug/m3,2008,7
892,CT3,PM10,2008-11-06,18.0,ug/m3,2008,11
893,CT3,PM10,2008-12-06,12.0,ug/m3,2008,12
894,CT3,PM10,2008-06-13,11.0,ug/m3,2008,6
895,CT3,PM10,2008-06-14,8.0,ug/m3,2008,6
896,CT3,PM10,2008-06-15,5.0,ug/m3,2008,6
897,CT3,PM10,2008-06-16,12.0,ug/m3,2008,6
898,CT3,PM10,2008-06-17,12.0,ug/m3,2008,6
899,CT3,PM10,2008-06-18,13.0,ug/m3,2008,6
900,CT3,PM10,2008-06-19,14.0,ug/m3,2008,6
901,CT3,PM10,2008-06-20,13.0,ug/m3,2008,6
902,CT3,PM10,2008-06-21,5.0,ug/m3,2008,6
903,CT3,PM10,2008-06-22,11.0,ug/m3,2008,6
904,CT3,PM10,2008-06-23,13.0,ug/m3,2008,6
905,CT3,PM10,2008-06-24,21.0,ug/m3,2008,6
906,CT3,PM10,2008-06-25,24.0,ug/m3,2008,6
907,CT3,PM10,2008-06-26,18.0,ug/m3,2008,6
908,CT3,PM10,2008-06-27,10.0,ug/m3,2008,6
909,CT3,PM10,2008-06-28,8.0,ug/m3,2008,6
910,CT3,PM10,2008-06-29,8.0,ug/m3,2008,6
911,CT3,PM10,2008-06-30,16.0,ug/m3,2008,6
912,CT3,PM10,2008-01-07,20.0,ug/m3,2008,1
913,CT3,PM10,2008-02-07,13.0,ug/m3,2008,2
914,CT3,PM10,2008-03-07,11.0,ug/m3,2008,3
915,CT3,PM10,2008-04-07,10.0,ug/m3,2008,4
916,CT3,PM10,2008-05-07,12.0,ug/m3,2008,5
917,CT3,PM10,2008-06-07,8.0,ug/m3,2008,6
918,CT3,PM10,2008-07-07,6.0,ug/m3,2008,7
919,CT3,PM10,2008-08-07,14.0,ug/m3,2008,8
920,CT3,PM10,2008-09-07,4.0,ug/m3,2008,9
921,CT3,PM10,2008-10-07,13.0,ug/m3,2008,10
922,CT3,PM10,2008-11-07,11.0,ug/m3,2008,11
923,CT3,PM10,2008-12-07,5.0,ug/m3,2008,12
924,CT3,PM10,2008-07-13,1.0,ug/m3,2008,7
925,CT3,PM10,2008-07-14,10.0,ug/m3,2008,7
926,CT3,PM10,2008-07-15,13.0,ug/m3,2008,7
927,CT3,PM10,2008-07-16,13.0,ug/m3,2008,7
928,CT3,PM10,2008-07-17,15.0,ug/m3,2008,7
929,CT3,PM10,2008-07-18,14.0,ug/m3,2008,7
930,CT3,PM10,2008-07-19,8.0,ug/m3,2008,7
931,CT3,PM10,2008-07-20,4.0,ug/m3,2008,7
932,CT3,PM10,2008-07-21,13.0,ug/m3,2008,7
933,CT3,PM10,2008-07-22,12.0,ug/m3,2008,7
934,CT3,PM10,2008-07-23,21.0,ug/m3,2008,7
935,CT3,PM10,2008-07-24,39.0,ug/m3,2008,7
936,CT3,PM10,2008-07-25,34.0,ug/m3,2008,7
937,CT3,PM10,2008-07-26,18.0,ug/m3,2008,7
940,CT3,PM10,2008-07-29,15.0,ug/m3,2008,7
942,CT3,PM10,2008-07-31,29.0,ug/m3,2008,7
943,CT3,PM10,2008-01-08,18.0,ug/m3,2008,1
944,CT3,PM10,2008-02-08,9.0,ug/m3,2008,2
945,CT3,PM10,2008-03-08,5.0,ug/m3,2008,3
946,CT3,PM10,2008-04-08,13.0,ug/m3,2008,4
947,CT3,PM10,2008-05-08,11.0,ug/m3,2008,5
948,CT3,PM10,2008-06-08,13.0,ug/m3,2008,6
949,CT3,PM10,2008-07-08,17.0,ug/m3,2008,7
950,CT3,PM10,2008-08-08,14.0,ug/m3,2008,8
951,CT3,PM10,2008-09-08,9.0,ug/m3,2008,9
952,CT3,PM10,2008-10-08,8.0,ug/m3,2008,10
953,CT3,PM10,2008-11-08,15.0,ug/m3,2008,11
954,CT3,PM10,2008-12-08,15.0,ug/m3,2008,12
957,CT3,PM10,2008-08-15,12.0,ug/m3,2008,8
958,CT3,PM10,2008-08-16,10.0,ug/m3,2008,8
959,CT3,PM10,2008-08-17,8.0,ug/m3,2008,8
960,CT3,PM10,2008-08-18,12.0,ug/m3,2008,8
961,CT3,PM10,2008-08-19,15.0,ug/m3,2008,8
962,CT3,PM10,2008-08-20,14.0,ug/m3,2008,8
963,CT3,PM10,2008-08-21,16.0,ug/m3,2008,8
964,CT3,PM10,2008-08-22,13.0,ug/m3,2008,8
965,CT3,PM10,2008-08-23,7.0,ug/m3,2008,8
966,CT3,PM10,2008-08-24,7.0,ug/m3,2008,8
967,CT3,PM10,2008-08-25,9.0,ug/m3,2008,8
968,CT3,PM10,2008-08-26,14.0,ug/m3,2008,8
969,CT3,PM10,2008-08-27,18.0,ug/m3,2008,8
970,CT3,PM10,2008-08-28,21.0,ug/m3,2008,8
971,CT3,PM10,2008-08-29,20.0,ug/m3,2008,8
972,CT3,PM10,2008-08-30,38.0,ug/m3,2008,8
973,CT3,PM10,2008-08-31,53.0,ug/m3,2008,8
974,CT3,PM10,2008-01-09,13.0,ug/m3,2008,1
975,CT3,PM10,2008-02-09,10.0,ug/m3,2008,2
976,CT3,PM10,2008-03-09,16.0,ug/m3,2008,3
977,CT3,PM10,2008-04-09,12.0,ug/m3,2008,4
978,CT3,PM10,2008-05-09,9.0,ug/m3,2008,5
979,CT3,PM10,2008-06-09,8.0,ug/m3,2008,6
980,CT3,PM10,2008-07-09,5.0,ug/m3,2008,7
981,CT3,PM10,2008-08-09,11.0,ug/m3,2008,8
982,CT3,PM10,2008-09-09,17.0,ug/m3,2008,9
983,CT3,PM10,2008-10-09,13.0,ug/m3,2008,10
984,CT3,PM10,2008-11-09,15.0,ug/m3,2008,11
985,CT3,PM10,2008-12-09,17.0,ug/m3,2008,12
986,CT3,PM10,2008-09-13,13.0,ug/m3,2008,9
987,CT3,PM10,2008-09-14,16.0,ug/m3,2008,9
988,CT3,PM10,2008-09-15,18.0,ug/m3,2008,9
989,CT3,PM10,2008-09-16,24.0,ug/m3,2008,9
990,CT3,PM10,2008-09-17,31.0,ug/m3,2008,9
991,CT3,PM10,2008-09-18,24.0,ug/m3,2008,9
992,CT3,PM10,2008-09-19,25.0,ug/m3,2008,9
993,CT3,PM10,2008-09-20,28.0,ug/m3,2008,9
994,CT3,PM10,2008-09-21,33.0,ug/m3,2008,9
995,CT3,PM10,2008-09-22,36.0,ug/m3,2008,9
996,CT3,PM10,2008-09-23,17.0,ug/m3,2008,9
997,CT3,PM10,2008-09-24,21.0,ug/m3,2008,9
998,CT3,PM10,2008-09-25,25.0,ug/m3,2008,9
999,CT3,PM10,2008-09-26,34.0,ug/m3,2008,9
1000,CT3,PM10,2008-09-27,36.0,ug/m3,2008,9
1001,CT3,PM10,2008-09-28,36.0,ug/m3,2008,9
1002,CT3,PM10,2008-09-29,10.0,ug/m3,2008,9
1003,CT3,PM10,2008-09-30,10.0,ug/m3,2008,9
1004,CT3,PM10,2008-01-10,8.0,ug/m3,2008,1
1005,CT3,PM10,2008-02-10,9.0,ug/m3,2008,2
1006,CT3,PM10,2008-03-10,10.0,ug/m3,2008,3
1007,CT3,PM10,2008-04-10,6.0,ug/m3,2008,4
1008,CT3,PM10,2008-05-10,2.0,ug/m3,2008,5
1009,CT3,PM10,2008-06-10,14.0,ug/m3,2008,6
1010,CT3,PM10,2008-07-10,10.0,ug/m3,2008,7
1011,CT3,PM10,2008-08-10,14.0,ug/m3,2008,8
1012,CT3,PM10,2008-09-10,26.0,ug/m3,2008,9
1013,CT3,PM10,2008-10-10,21.0,ug/m3,2008,10
1014,CT3,PM10,2008-11-10,24.0,ug/m3,2008,11
1015,CT3,PM10,2008-12-10,34.0,ug/m3,2008,12
1016,CT3,PM10,2008-10-13,23.0,ug/m3,2008,10
1017,CT3,PM10,2008-10-14,12.0,ug/m3,2008,10
1018,CT3,PM10,2008-10-15,8.0,ug/m3,2008,10
1019,CT3,PM10,2008-10-16,8.0,ug/m3,2008,10
